fragment_ID,surface.area.cm2
POC-150-22,45.05816774923599
POC-150-25,104.23878362616203
POC-150-28,72.82787112217456
POC-150-30,67.3879924203667
POC-150-32,174.95720674966523
POC-150-36,35.97707991637913
POC-154-22,61.553283812782446
POC-154-25,73.79301089185024
POC-154-28,76.03038035791633
POC-154-30,46.15491748750365
POC-154-32,40.934388733349294
POC-154-36,106.78324301894345
POC-156-22,101.29949432760485
POC-156-25,127.18278815072303
POC-156-28,63.571303331195026
POC-156-30,84.71663828499686
POC-156-32,95.6841356676741
POC-156-36,59.88622421061565
POC-157-22,52.12123606368003
POC-157-25,104.5020035633466
POC-157-28,42.99627824129264
POC-157-30,58.96495443047057
POC-157-32,101.29949432760453
POC-157-36,47.2077972362407
POC-159-22,51.19996628353526
POC-159-25,51.85801612649577
POC-159-28,99.10599485106921
POC-159-30,30.361721256448387
POC-159-32,95.15769579330556
POC-159-36,174.34302689623547
POC-162-22,56.63984498534296
POC-162-25,179.9145155666347
POC-162-28,87.52431761496224
POC-162-30,72.74013114311335
POC-162-32,126.39312833917016
POC-162-36,67.30025244130533
POC-165-22,68.1776522319195
POC-165-25,70.06406178173994
POC-165-28,57.47337478642651
POC-165-30,101.82593420197337
POC-165-32,117.97009034927434
POC-165-36,65.85254278679204
POC-167-22,54.05151560303109
POC-167-25,40.671168796165034
POC-167-28,41.329218639125536
POC-167-30,38.08283941385316
POC-167-32,32.68683070157607
POC-167-36,71.02920155141547
POC-168-22,48.52389692216187
POC-168-25,54.92891539364556
POC-168-28,69.36214194924868
POC-168-30,120.95324963736246
POC-168-32,65.01901298570849
POC-168-36,62.825513509173156
POC-169-22,108.58191258970238
POC-169-25,31.370731015654755
POC-169-28,69.01118203300288
POC-169-30,62.56229357198873
POC-169-32,52.25284603227216
POC-169-36,69.31827195971807
POC-174-22,69.09892201206425
POC-174-25,76.5568202322847
POC-174-28,62.16746366621234
POC-174-30,79.67158948896525
POC-174-32,60.36879409545342
POC-174-36,82.17217889221575
POC-175-22,24.08831275355702
POC-175-25,21.105153465468828
POC-175-28,39.35506911024372
POC-175-30,57.21015484924225
POC-175-32,89.71781709149772
POC-175-36,56.464365027220225
POC-178-22,103.05429390883285
POC-178-25,131.26269717707902
POC-178-28,61.07071392794468
POC-178-30,82.25991887127728
POC-178-32,90.90230680882675
POC-178-36,139.0715553135448
POC-179-22,63.61517332072579
POC-179-25,106.21293315504433
POC-179-28,56.595974995812355
POC-179-30,44.093027979560304
POC-179-32,139.0715553135451
POC-179-36,29.87915137161062
POC-181-22,83.22505864095265
POC-181-25,85.68177805467239
POC-181-28,32.33587078533036
POC-181-30,56.288885069097326
POC-181-32,75.24072054636369
POC-181-36,29.572061444895596
POC-183-22,64.97514299617772
POC-183-25,40.407948858980774
POC-183-28,44.794947812051646
POC-183-30,45.67234760266589
POC-183-32,45.67234760266581
POC-183-36,28.124351790382224
